gameid,top_blue,jng_blue,mid_blue,bot_blue,sup_blue,top_red,jng_red,mid_red,bot_red,sup_red,result
LOLTMNT02_291245,Gwen,Trundle,Viktor,Kai'Sa,Alistar,Jax,Wukong,Aurora,Xayah,Rakan,0
LOLTMNT02_290296,Aurora,Jarvan IV,Taliyah,Xayah,Leona,Ambessa,Xin Zhao,Azir,Kai'Sa,Rell,0
LOLTMNT02_290308,Sion,Wukong,Sylas,Jhin,Rell,K'Sante,Vi,Ahri,Varus,Alistar,0
LOLTMNT02_290321,K'Sante,Nocturne,Orianna,Lucian,Rell,Rumble,Trundle,Taliyah,Yunara,Thresh,1
LOLTMNT01_272663,Sion,Xin Zhao,Azir,Sivir,Rell,Yone,Wukong,Annie,Corki,Nautilus,1
LOLTMNT01_273194,Galio,Nocturne,Aurora,Sivir,Nautilus,Rumble,Wukong,Orianna,Jhin,Leona,0
LOLTMNT01_272670,Renekton,Xin Zhao,Azir,Kai'Sa,Alistar,K'Sante,Jax,Taliyah,Miss Fortune,Rakan,0
LOLTMNT01_272671,Rumble,Jarvan IV,Ryze,Jinx,Lulu,Gwen,Poppy,Aurora,Xayah,Rakan,1
LOLTMNT01_272674,Jax,Viego,Orianna,Varus,Leona,K'Sante,Trundle,Sylas,Jhin,Bard,1
LOLTMNT01_272688,Gwen,Wukong,Galio,Kai'Sa,Rell,Aurora,Xin Zhao,Annie,Sivir,Nautilus,1
LOLTMNT01_272695,Yorick,Trundle,Taliyah,Ziggs,Leona,Ambessa,Vi,Ryze,Senna,Bard,0
LOLTMNT01_272691,K'Sante,Zed,Aurora,Xayah,Alistar,Rumble,Sejuani,Irelia,Lucian,Rell,0
12586-12586_game_1,Ornn,Xin Zhao,Taliyah,Ezreal,Braum,Rumble,Wukong,Orianna,Lucian,Nami,0
LOLTMNT01_273224,Sion,Xin Zhao,Renekton,Hwei,Rakan,Fiora,Diana,Yasuo,Seraphine,Nami,1
12586-12586_game_2,Camille,Kindred,Galio,Varus,Alistar,Sion,Trundle,Aurora,Corki,Rell,0
LOLTMNT01_273235,Sion,Vi,Taliyah,Varus,Karma,Cho'Gath,Poppy,Azir,Sivir,Rell,1
LOLTMNT01_272712,Teemo,Pantheon,Karma,Jinx,Tahm Kench,Gragas,Wukong,Zoe,Aphelios,Nautilus,0
LOLTMNT01_272717,Rumble,Trundle,Viktor,Lucian,Braum,Aurora,Zed,Ryze,Senna,Galio,0
12587-12587_game_1,Sion,Pantheon,Orianna,Kai'Sa,Rell,Ambessa,Xin Zhao,Taliyah,Sivir,Alistar,1
12587-12587_game_2,Gwen,Vi,Viktor,Kalista,Renata Glasc,Aurora,Maokai,Yone,Xayah,Rakan,0
LOLTMNT01_272748,Gwen,Xin Zhao,Orianna,Jhin,Alistar,Jax,Wukong,Galio,Varus,Karma,1
LOLTMNT04_127372,Gwen,Nocturne,Orianna,Lucian,Braum,Ambessa,Trundle,Annie,Varus,Bard,0
LOLTMNT01_272760,Garen,Jarvan IV,Azir,Lucian,Braum,Gnar,Nocturne,Ambessa,Ziggs,Rell,0
LOLTMNT04_125630,Rumble,Trundle,Azir,Jhin,Neeko,Sion,Xin Zhao,Annie,Kai'Sa,Leona,1
LOLTMNT05_146030,Rumble,Jarvan IV,Azir,Xayah,Rakan,K'Sante,Wukong,Orianna,Kai'Sa,Rell,1
LOLTMNT04_127389,Gwen,Vi,Taliyah,Kai'Sa,Rell,Ambessa,Xin Zhao,Orianna,Ezreal,Braum,0
LOLTMNT04_125634,Aatrox,Sejuani,Azir,Ezreal,Nautilus,K'Sante,Wukong,LeBlanc,Corki,Rell,0
LOLTMNT04_127398,Sion,Jarvan IV,Syndra,Corki,Alistar,Shen,Maokai,Yone,Miss Fortune,Galio,1
LOLTMNT01_272763,Rumble,Trundle,Taliyah,Ezreal,Alistar,Kled,Xin Zhao,Hwei,Corki,Leona,1
LOLTMNT04_127399,Sion,Zed,Azir,Corki,Rell,Aatrox,Vi,Taliyah,Kai'Sa,Alistar,0
LOLTMNT05_146035,Aatrox,Viego,Annie,Varus,Leona,Renekton,Trundle,Galio,Jhin,Bard,1
LOLTMNT04_127404,Cho'Gath,Wukong,Hwei,Varus,Renata Glasc,Gwen,Nocturne,Orianna,Sivir,Leona,0
LOLTMNT04_125649,Gnar,Nocturne,Annie,Varus,Alistar,Renekton,Wukong,Galio,Jhin,Leona,1
LOLTMNT04_125650,Rumble,Maokai,Jayce,Senna,Tahm Kench,Galio,Trundle,Annie,Miss Fortune,Alistar,0
LOLTMNT04_125648,Gnar,Vi,Azir,Lucian,Leona,K'Sante,Trundle,Akali,Corki,Alistar,0
LOLTMNT01_272771,Renekton,Maokai,Azir,Sivir,Karma,Aurora,Wukong,Sylas,Smolder,Rakan,0
LOLTMNT04_127405,Rumble,Maokai,Yone,Ezreal,Nautilus,Gwen,Xin Zhao,Taliyah,Jhin,Rell,1
LOLTMNT05_145038,Gwen,Skarner,Syndra,Corki,Nautilus,Jayce,Sejuani,Cassiopeia,Miss Fortune,Alistar,0
LOLTMNT04_127407,Yorick,Trundle,Aurora,Xayah,Rakan,Poppy,Zed,Ryze,Kai'Sa,Rell,1
LOLTMNT04_127408,Jax,Sejuani,Ahri,Smolder,Nautilus,K'Sante,Naafiri,Viktor,Corki,Rakan,0
LOLTMNT04_125653,Renekton,Xin Zhao,Syndra,Ziggs,Bard,Ornn,Wukong,Orianna,Miss Fortune,Neeko,1
LOLTMNT04_127409,Sion,Trundle,Azir,Senna,Nautilus,Ambessa,Wukong,Aurora,Lucian,Rell,0
LOLTMNT05_145040,Gnar,Jarvan IV,Viktor,Yunara,Alistar,Ambessa,Trundle,Orianna,Kai'Sa,Rakan,0
LOLTMNT04_125654,Jayce,Maokai,Galio,Jhin,Rell,Gwen,Viego,Ryze,Varus,Nautilus,0
LOLTMNT04_127411,Yorick,Dr. Mundo,Sylas,Sivir,Karma,Sion,Zed,Ziggs,Caitlyn,Neeko,1
LOLTMNT04_127412,K'Sante,Xin Zhao,Orianna,Ezreal,Karma,Ornn,Skarner,Ryze,Kai'Sa,Alistar,0
LOLTMNT05_146041,Ornn,Pantheon,Ahri,Ezreal,Leona,Rumble,Xin Zhao,Aurora,Corki,Rell,0
LOLTMNT04_125655,Rumble,Maokai,Yone,Lucian,Bard,Ornn,Lillia,Tristana,Xayah,Milio,1
LOLTMNT02_290562,Sion,Trundle,Taliyah,Varus,Janna,Ambessa,Wukong,Syndra,Senna,Rakan,1
LOLTMNT02_290580,Darius,Shyvana,Sylas,Varus,Rell,Sion,Maokai,Corki,Ezreal,Alistar,0
LOLTMNT02_290599,Rumble,Xin Zhao,Viktor,Sivir,Poppy,K'Sante,Wukong,Aurora,Yunara,Rell,1
LOLTMNT02_291570,Camille,Xin Zhao,Ahri,Varus,Rakan,Rumble,Jarvan IV,Orianna,Jhin,Alistar,1
LOLTMNT02_291588,Jax,Wukong,Azir,Sivir,Rell,Gragas,Maokai,Yone,Varus,Rakan,0
LOLTMNT01_273344,Gwen,Jarvan IV,Galio,Jhin,Bard,Ambessa,Wukong,Orianna,Lucian,Rakan,1
LOLTMNT01_272834,Aatrox,Maokai,Azir,Senna,Alistar,K'Sante,Trundle,Taliyah,Sivir,Neeko,0
12588-12588_game_1,Galio,Trundle,Aurora,Kai'Sa,Alistar,Rumble,Maokai,Yone,Jhin,Rakan,0
12588-12588_game_2,Poppy,Xin Zhao,Orianna,Miss Fortune,Nautilus,Ambessa,Wukong,Ryze,Caitlyn,Braum,0
LOLTMNT01_273361,Aatrox,Nocturne,Orianna,Varus,Rell,Rumble,Trundle,Ahri,Jhin,Alistar,1
LOLTMNT01_273364,K'Sante,Udyr,Syndra,Smolder,Rell,Kayle,Trundle,Ahri,Sivir,Poppy,0
12589-12589_game_1,Rumble,Viego,Taliyah,Senna,Nautilus,Gwen,Wukong,Annie,Smolder,Braum,1
LOLTMNT01_273365,Renekton,Xin Zhao,Viktor,Senna,Nautilus,K'Sante,Vi,Ryze,Corki,Neeko,1
LOLTMNT02_290699,Gwen,Wukong,Ahri,Lucian,Rakan,Rumble,Vi,Taliyah,Kai'Sa,Rell,1
LOLTMNT04_125658,Aurora,Trundle,Azir,Sivir,Alistar,Gwen,Maokai,Yone,Jhin,Rakan,1
LOLTMNT01_272859,Sion,Xin Zhao,Viktor,Varus,Neeko,Karma,Nocturne,Cassiopeia,Jhin,Rakan,1
12589-12589_game_2,Gragas,Trundle,Viktor,Lucian,Nami,Renekton,Vi,Orianna,Xayah,Rakan,1
LOLTMNT01_273370,Gwen,Naafiri,Galio,Sivir,Leona,Ambessa,Jarvan IV,Aurora,Zeri,Lulu,0
LOLTMNT02_290706,K'Sante,Xin Zhao,Galio,Corki,Neeko,Jax,Jarvan IV,Ryze,Sivir,Bard,1
LOLTMNT04_127419,Gwen,Trundle,Azir,Ezreal,Leona,Aurora,Xin Zhao,Yone,Kai'Sa,Nautilus,1
12589-12589_game_3,Nidalee,Skarner,Aurora,Corki,Rell,K'Sante,Xin Zhao,Twisted Fate,Kai'Sa,Alistar,0
LOLTMNT01_273382,Rumble,Wukong,Azir,Senna,Alistar,Ornn,Xin Zhao,Syndra,Sivir,Lulu,1
LOLTMNT02_290719,Ambessa,Trundle,Orianna,Senna,Blitzcrank,Camille,Ivern,Akali,Xayah,Leona,1
LOLTMNT04_125660,Rumble,Wukong,Azir,Miss Fortune,Alistar,Renekton,Trundle,Ziggs,Caitlyn,Bard,1
LOLTMNT01_272868,K'Sante,Pantheon,Ahri,Jhin,Rakan,Aatrox,Nocturne,Ryze,Varus,Neeko,0
12590-12590_game_1,Gwen,Xin Zhao,Orianna,Senna,Nautilus,Rumble,Wukong,Taliyah,Sivir,Rakan,0
LOLTMNT02_290759,Gwen,Skarner,Azir,Sivir,Alistar,Ambessa,Maokai,Yone,Ezreal,Braum,0
LOLTMNT04_125661,Sion,Trundle,Syndra,Varus,Braum,Gnar,Wukong,Viktor,Sivir,Rakan,0
12590-12590_game_2,K'Sante,Pantheon,Ryze,Corki,Rell,Ornn,Trundle,Annie,Kai'Sa,Neeko,0
LOLTMNT02_290774,Yorick,Trundle,Ryze,Yunara,Lulu,Renekton,Jarvan IV,Aurora,Kai'Sa,Neeko,0
LOLTMNT05_145072,Aatrox,Pantheon,Orianna,Yunara,Alistar,Sion,Wukong,Taliyah,Xayah,Rakan,0
LOLTMNT02_291800,Gwen,Xin Zhao,Ryze,Sivir,Neeko,Ambessa,Wukong,Zoe,Varus,Karma,0
LOLTMNT05_145074,K'Sante,Xin Zhao,Ryze,Ezreal,Nautilus,Cho'Gath,Jarvan IV,Yone,Kai'Sa,Neeko,1
LOLTMNT02_290829,Sion,Poppy,Azir,Kai'Sa,Alistar,Rumble,Jarvan IV,Ziggs,Miss Fortune,Rakan,0
LOLTMNT05_145075,K'Sante,Nocturne,Taliyah,Yunara,Rell,Rumble,Wukong,Orianna,Kai'Sa,Alistar,0
LOLTMNT02_290843,Gangplank,Vi,Aurora,Senna,Nautilus,Jax,Skarner,Orianna,Lucian,Nami,0
LOLTMNT05_145081,Camille,Sejuani,Ryze,Aphelios,Thresh,Ambessa,Pantheon,Annie,Lucian,Braum,1
LOLTMNT02_290859,Ambessa,Wukong,Annie,Yunara,Nautilus,Sion,Xin Zhao,Azir,Xayah,Rakan,0
LOLTMNT05_146099,Gragas,Trundle,Syndra,Ezreal,Neeko,Aatrox,Jax,Aurora,Xayah,Rakan,1
LOLTMNT02_290875,Renekton,Pantheon,Ryze,Ashe,Seraphine,K'Sante,Poppy,Aurora,Lucian,Blitzcrank,1
LOLTMNT02_290888,Yorick,Vi,Viktor,Sivir,Alistar,Jax,Sejuani,Sylas,Corki,Rell,1
LOLTMNT02_291885,Gwen,Wukong,Azir,Jhin,Rakan,Rumble,Sejuani,Yone,Ezreal,Neeko,0
LOLTMNT02_291895,Renekton,Vi,Aurora,Kai'Sa,Alistar,K'Sante,Xin Zhao,Taliyah,Corki,Bard,0
LOLTMNT02_290962,Renekton,Skarner,Azir,Varus,Rell,Gragas,Vi,Taliyah,Jhin,Alistar,1
LOLTMNT02_290982,Gwen,Wukong,Annie,Yunara,Renata Glasc,Ambessa,Trundle,Galio,Corki,Nautilus,1
LOLTMNT02_290987,Sion,Poppy,Aurora,Jinx,Leona,K'Sante,Xin Zhao,Ryze,Aphelios,Thresh,1
LOLTMNT01_273420,Rumble,Trundle,Ryze,Corki,Rell,Aurora,Wukong,Cassiopeia,Varus,Poppy,0
LOLTMNT01_272915,Sion,Xin Zhao,Azir,Senna,Nautilus,Cho'Gath,Maokai,Yone,Kai'Sa,Neeko,0
LOLTMNT01_273430,Rumble,Wukong,Galio,Ezreal,Leona,Gwen,Xin Zhao,Annie,Corki,Neeko,0
LOLTMNT01_272926,K'Sante,Vi,Orianna,Varus,Rakan,Rumble,Trundle,Annie,Jhin,Rell,1
12591-12591_game_1,Gwen,Trundle,Taliyah,Senna,Braum,Aurora,Wukong,Annie,Corki,Alistar,0
LOLTMNT01_272927,Ambessa,Skarner,Azir,Zeri,Shen,Yorick,Pantheon,Aurora,Sivir,Rell,0
LOLTMNT02_291994,Ambessa,Zyra,Azir,Senna,Alistar,Yorick,Wukong,Taliyah,Corki,Rell,1
LOLTMNT04_125685,Gwen,Xin Zhao,Syndra,Varus,Alistar,Gragas,Wukong,Viktor,Sivir,Bard,1
LOLTMNT01_273439,Ornn,Jax,Syndra,Jinx,Lulu,Aatrox,Xin Zhao,Aurora,Tristana,Blitzcrank,1
12591-12591_game_2,Renekton,Pantheon,Orianna,Jhin,Rell,K'Sante,Xin Zhao,Viktor,Varus,Poppy,0
LOLTMNT02_293009,Ornn,Pantheon,Viktor,Xayah,Rakan,K'Sante,Jarvan IV,Hwei,Lucian,Nautilus,0
LOLTMNT04_127436,Cho'Gath,Trundle,Taliyah,Lucian,Braum,Sion,Kindred,Nidalee,Miss Fortune,Rell,1
LOLTMNT01_272933,Mordekaiser,Wukong,Taliyah,Sivir,Renata Glasc,Renekton,Ekko,Zed,Lucian,Neeko,1
12592-12592_game_1,Rumble,Trundle,Ziggs,Jhin,Nautilus,K'Sante,Nidalee,Azir,Varus,Leona,1
LOLTMNT04_127437,Jax,Wukong,Aurora,Jhin,Alistar,Ambessa,Maokai,Annie,Varus,Rell,1
LOLTMNT01_273445,Darius,Xin Zhao,Karma,Xayah,Poppy,Rumble,Vi,Azir,Corki,Rakan,1
LOLTMNT02_293056,Ornn,Nocturne,Orianna,Kai'Sa,Poppy,Rumble,Trundle,Azir,Sivir,Alistar,1
12592-12592_game_2,Ambessa,Wukong,Annie,Corki,Rell,Sion,Xin Zhao,Aurora,Xayah,Rakan,0
LOLTMNT04_127438,Ambessa,Pantheon,Galio,Samira,Nautilus,Gwen,Wukong,Aurora,Xayah,Rakan,1
LOLTMNT02_293080,K'Sante,Viego,Annie,Varus,Neeko,Renekton,Jarvan IV,Galio,Corki,Bard,0
LOLTMNT01_273447,Sion,Wukong,Swain,Sivir,Braum,Dr. Mundo,Sejuani,Sylas,Smolder,Rell,0
LOLTMNT01_272940,Yorick,Nocturne,Aurora,Kog'Maw,Renata Glasc,Malphite,Viego,Ahri,Jhin,Nautilus,1
LOLTMNT05_146142,Aurora,Wukong,Sylas,Jinx,Rell,Rumble,Trundle,Azir,Corki,Nautilus,1
LOLTMNT02_293142,Gwen,Trundle,Ryze,Senna,Nautilus,Jax,Wukong,Orianna,Corki,Rell,0
LOLTMNT02_292203,Ambessa,Vi,Akali,Sivir,Neeko,Rumble,Xin Zhao,Sylas,Jhin,Alistar,0
LOLTMNT05_146144,Ambessa,Pantheon,Ryze,Kai'Sa,Leona,Jayce,Sejuani,Viktor,Aphelios,Braum,0
LOLTMNT02_293178,Renekton,Xin Zhao,Orianna,Xayah,Rakan,Yorick,Wukong,Taliyah,Ezreal,Bard,0
LOLTMNT05_146146,Gwen,Trundle,Orianna,Lucian,Alistar,Jax,Jarvan IV,Ryze,Ezreal,Neeko,0
LOLTMNT02_293204,Ambessa,Volibear,Aurora,Kai'Sa,Rell,Aatrox,Vi,Annie,Senna,Alistar,1
LOLTMNT05_146151,Sion,Xin Zhao,Annie,Jinx,Rell,K'Sante,Pantheon,Aurora,Aphelios,Thresh,1
LOLTMNT02_293222,Galio,Pantheon,Sylas,Corki,Leona,Rumble,Jarvan IV,Yone,Jhin,Nautilus,1
LOLTMNT05_146152,Galio,Skarner,Azir,Xayah,Rakan,Rumble,Vi,Sylas,Corki,Nautilus,1
LOLTMNT02_292285,Gwen,Xin Zhao,Ryze,Xayah,Rakan,Ambessa,Vi,Orianna,Sivir,Neeko,0
LOLTMNT02_293271,Rumble,Skarner,Taliyah,Lucian,Alistar,Kled,Wukong,Ahri,Yunara,Bard,1
LOLTMNT01_273460,Corki,Pantheon,Vladimir,Kai'Sa,Nautilus,K'Sante,Xin Zhao,Azir,Sivir,Neeko,1
LOLTMNT02_292306,Rumble,Vi,Galio,Ezreal,Bard,Gwen,Trundle,Annie,Corki,Rell,1
LOLTMNT02_293287,Renekton,Xin Zhao,Taliyah,Kai'Sa,Nautilus,K'Sante,Skarner,Viktor,Yunara,Neeko,1
LOLTMNT02_292316,Yorick,Wukong,Hwei,Xayah,Rakan,Jax,Sejuani,Orianna,Lucian,Nami,0
LOLTMNT02_292391,Gwen,Xin Zhao,Annie,Jhin,Neeko,Ambessa,Nocturne,Galio,Varus,Nautilus,1
LOLTMNT02_293365,Rumble,Jarvan IV,Ahri,Jinx,Thresh,Ornn,Kindred,Taliyah,Yunara,Braum,0
LOLTMNT02_292400,Jax,Trundle,Azir,Yunara,Alistar,Gwen,Zed,Aurora,Corki,Rell,0
12593-12593_game_1,Ornn,Trundle,Ryze,Kai'Sa,Alistar,Rumble,Vi,Ahri,Corki,Rell,0
LOLTMNT02_292411,Sion,Wukong,Orianna,Varus,Bard,Ambessa,Vi,Galio,Lucian,Neeko,0
12593-12593_game_2,Yorick,Skarner,Taliyah,Yunara,Nautilus,K'Sante,Xin Zhao,Aurora,Sivir,Sett,1
LOLTMNT02_292425,Gwen,Xin Zhao,Azir,Jhin,Alistar,Ambessa,Wukong,Annie,Kai'Sa,Neeko,1
LOLTMNT02_292437,K'Sante,Jarvan IV,Ryze,Aphelios,Lulu,Sion,Pantheon,Viktor,Lucian,Nami,0
12593-12593_game_3,Sion,Viego,Annie,Jhin,Bard,Aatrox,Maokai,Hwei,Caitlyn,Braum,0
LOLTMNT02_292433,K'Sante,Skarner,Ryze,Sivir,Rakan,Jayce,Lee Sin,Ahri,Xayah,Elise,0
LOLTMNT05_146170,Gwen,Pantheon,Ryze,Kai'Sa,Nautilus,Rumble,Wukong,Orianna,Yunara,Braum,0
LOLTMNT05_146172,K'Sante,Xin Zhao,Taliyah,Lucian,Rakan,Jayce,Maokai,Yone,Ezreal,Bard,0
LOLTMNT05_145155,Ambessa,Sejuani,Azir,Corki,Rell,K'Sante,Maokai,Ziggs,Lucian,Braum,1
LOLTMNT05_145156,Ornn,Trundle,Viktor,Jhin,Bard,Rumble,Wukong,Orianna,Sivir,Rakan,0
LOLTMNT02_293671,Jax,Wukong,Orianna,Jhin,Bard,Gwen,Trundle,Taliyah,Ezreal,Rell,1
LOLTMNT02_293688,Jax,Wukong,Orianna,Ezreal,Bard,Gwen,Jarvan IV,Galio,Varus,Neeko,1
LOLTMNT02_293692,Gwen,Ivern,Yone,Jhin,Rell,Jax,Sejuani,Azir,Corki,Neeko,1
LOLTMNT02_292743,Rumble,Trundle,Sylas,Yunara,Alistar,Yorick,Xin Zhao,Cassiopeia,Kai'Sa,Rakan,1
LOLTMNT02_293714,K'Sante,Jarvan IV,Taliyah,Jhin,Rell,Rumble,Wukong,Galio,Varus,Braum,1
LOLTMNT02_293734,Renekton,Ivern,Taliyah,Corki,Rakan,Rumble,Trundle,Yone,Ezreal,Rell,0
LOLTMNT02_292763,Gwen,Xin Zhao,Orianna,Jhin,Alistar,Gragas,Naafiri,Galio,Corki,Rakan,1
LOLTMNT02_292839,Rumble,Jarvan IV,Azir,Jhin,Poppy,Sion,Wukong,Annie,Kai'Sa,Alistar,1
LOLTMNT02_292846,Ambessa,Lee Sin,Taliyah,Xayah,Rakan,Renekton,Xin Zhao,Ahri,Sivir,Bard,1
12595-12595_game_1,Ambessa,Vi,Taliyah,Yunara,Rell,Renekton,Nocturne,Aurora,Xayah,Rakan,0
LOLTMNT02_292849,Rumble,Vi,Ahri,Tristana,Rell,Gwen,Trundle,Annie,Lucian,Braum,0
LOLTMNT02_292854,Jayce,Sejuani,Ryze,Ezreal,Nautilus,Yorick,Trundle,Orianna,Yunara,Leona,0
12595-12595_game_2,Aatrox,Pantheon,Akali,Senna,Nautilus,Sion,Xin Zhao,Orianna,Lucian,Braum,1
LOLTMNT02_292891,K'Sante,Wukong,Aurora,Yunara,Rakan,Ambessa,Vi,Ryze,Miss Fortune,Poppy,0
12595-12595_game_3,Gnar,Sejuani,Yone,Kai'Sa,Alistar,K'Sante,Lee Sin,Ryze,Smolder,Renata Glasc,0
LOLTMNT02_292928,Cho'Gath,Pantheon,Viktor,Sivir,Nautilus,Sion,Trundle,Orianna,Corki,Rell,0
12596-12596_game_1,Gwen,Skarner,Azir,Xayah,Rakan,Rumble,Pantheon,Annie,Yunara,Rell,1
12596-12596_game_2,Sion,Wukong,Orianna,Kai'Sa,Nautilus,Cho'Gath,Xin Zhao,Viktor,Sivir,Alistar,1
12596-12596_game_3,Aatrox,Jarvan IV,Aurora,Lucian,Braum,Yorick,Maokai,Ryze,Ezreal,Karma,1
LOLTMNT02_294002,Gwen,Nocturne,Orianna,Zeri,Alistar,Rumble,Trundle,Galio,Corki,Braum,1
LOLTMNT02_293991,Ambessa,Xin Zhao,Viktor,Varus,Leona,Sion,Lee Sin,Annie,Jhin,Rell,0
LOLTMNT02_293987,Azir,Viego,Viktor,Jhin,Rakan,Ornn,Trundle,Syndra,Corki,Bard,0
LOLTMNT02_295018,Ornn,Jarvan IV,Azir,Lucian,Bard,Aurora,Xin Zhao,Orianna,Ezreal,Rell,0
LOLTMNT05_146330,Poppy,Vi,Taliyah,Yunara,Rakan,Ambessa,Sejuani,Azir,Kai'Sa,Nautilus,1
LOLTMNT02_294080,Renekton,Volibear,Ahri,Yunara,Alistar,Illaoi,Xin Zhao,Orianna,Zeri,Leona,0
LOLTMNT02_294089,Galio,Lillia,Jayce,Yunara,Leona,Rumble,Sejuani,Yasuo,Jinx,Karma,1
LOLTMNT02_294105,Rumble,Skarner,Aurora,Corki,Rell,Galio,Wukong,Ahri,Lucian,Rakan,1
LOLTMNT02_295042,Gwen,Pantheon,Annie,Jhin,Alistar,Shen,Wukong,Sylas,Yunara,Gragas,0
LOLTMNT05_146335,Aatrox,Trundle,Syndra,Zeri,Bard,Sion,Lillia,Galio,Sivir,Rell,0
LOLTMNT02_294118,K'Sante,Kindred,Hwei,Jinx,Nautilus,Malphite,Jarvan IV,Ziggs,Sivir,Rell,1
LOLTMNT02_294122,Olaf,Jarvan IV,Hwei,Varus,Rakan,Sion,Skarner,Taliyah,Sivir,Braum,1
LOLTMNT02_294135,Aurora,Xin Zhao,Azir,Jhin,Nautilus,Rumble,Wukong,Syndra,Ezreal,Leona,1
LOLTMNT02_294140,Aurora,Volibear,Yone,Tristana,Poppy,K'Sante,Sejuani,Viktor,Corki,Rell,1
LOLTMNT02_295070,Gwen,Wukong,Azir,Miss Fortune,Rakan,Jax,Sejuani,Viktor,Jhin,Poppy,1
LOLTMNT01_273464,Sion,Taliyah,Trundle,Yunara,Braum,Rumble,Jarvan IV,Hwei,Sivir,Bard,1
LOLTMNT02_295091,Sion,Naafiri,Orianna,Yunara,Rakan,Yone,Maokai,Yasuo,Ezreal,Rell,0
LOLTMNT02_294154,Ambessa,Wukong,Taliyah,Yunara,Rakan,Gnar,Vi,Ahri,Kai'Sa,Neeko,1
LOLTMNT02_295099,Renekton,Trundle,Ziggs,Heimerdinger,Leona,Ornn,Xin Zhao,Ezreal,Syndra,Rell,1
LOLTMNT02_294168,Gwen,Skarner,Taliyah,Sivir,Soraka,Ambessa,Sejuani,Viktor,Tristana,Braum,0
LOLTMNT02_295125,Gwen,Jarvan IV,Azir,Sivir,Poppy,Jax,Sejuani,Yone,Ziggs,Leona,0
LOLTMNT02_295132,Jax,Poppy,Corki,Ziggs,Karma,Volibear,Viego,Ahri,Varus,Nautilus,1
LOLTMNT02_294199,Yorick,Wukong,Galio,Ezreal,Rell,Sion,Nocturne,Orianna,Kai'Sa,Alistar,0
LOLTMNT02_295171,Yorick,Jarvan IV,Aurora,Kai'Sa,Neeko,Sion,Trundle,Sylas,Yunara,Rell,1
LOLTMNT02_295183,Rumble,Maokai,Yone,Xayah,Rakan,Ambessa,Trundle,Viktor,Lucian,Braum,0
LOLTMNT02_294235,Renekton,Darius,Syndra,Akshan,Bard,Jayce,Vi,Taliyah,Varus,Rell,0
LOLTMNT02_294256,Ornn,Naafiri,Taliyah,Lucian,Nautilus,Rumble,Trundle,Ahri,Kai'Sa,Pyke,1
LOLTMNT02_294257,Vayne,Lillia,Irelia,Yunara,Rell,Teemo,Wukong,Renekton,Aphelios,Thresh,0
LOLTMNT02_294331,Ambessa,Wukong,Annie,Nautilus,Kai'Sa,Rumble,Trundle,Ryze,Yunara,Rell,0
LOLTMNT02_295274,Rumble,Jax,Azir,Jhin,Bard,Gwen,Xin Zhao,Taliyah,Corki,Neeko,1
LOLTMNT02_294351,Sion,Zed,Azir,Alistar,Corki,K'Sante,Naafiri,Taliyah,Jhin,Poppy,0
LOLTMNT02_294360,Sion,Viego,Annie,Kai'Sa,Rakan,Aatrox,Jarvan IV,Orianna,Xayah,Poppy,0
LOLTMNT02_294403,Rumble,Wukong,Orianna,Xayah,Rakan,Gwen,Xin Zhao,Annie,Yunara,Lulu,1
LOLTMNT02_295361,Jayce,Nocturne,Ryze,Sivir,Shen,K'Sante,Jarvan IV,Taliyah,Kai'Sa,Neeko,0
12597-12597_game_1,Ornn,Trundle,Galio,Corki,Rell,Rumble,Wukong,Taliyah,Yunara,Renata Glasc,0
12597-12597_game_2,Renekton,Sejuani,Azir,Kai'Sa,Neeko,K'Sante,Skarner,Ziggs,Xayah,Rakan,1
LOLTMNT02_295398,Ornn,Trundle,Azir,Lucian,Braum,Rumble,Wukong,Taliyah,Yunara,Rakan,0
12597-12597_game_3,Ambessa,Vi,Aurora,Aphelios,Alistar,Yorick,Xin Zhao,Orianna,Lucian,Braum,0
LOLTMNT02_294485,Jax,Maokai,Yone,Varus,Neeko,Ambessa,Xin Zhao,Orianna,Jhin,Bard,0
12598-12598_game_1,Ornn,Pantheon,Orianna,Yunara,Rell,Sion,Wukong,Taliyah,Kai'Sa,Nautilus,1
12598-12598_game_2,Ambessa,Skarner,Aurora,Lucian,Braum,Rumble,Jarvan IV,Annie,Senna,Alistar,0
LOLTMNT02_294616,Rumble,Nocturne,Azir,Yunara,Alistar,Gwen,Trundle,Ahri,Sivir,Nautilus,1
LOLTMNT02_294633,Volibear,Wukong,Corki,Syndra,Rell,Ambessa,Xin Zhao,Taliyah,Smolder,Braum,0
LOLTMNT02_295565,Sion,Wukong,Aurora,Kai'Sa,Neeko,Aatrox,Xin Zhao,Syndra,Ezreal,Nautilus,0
LOLTMNT05_145434,Renekton,Pantheon,Ryze,Lucian,Braum,Ornn,Jarvan IV,Orianna,Ezreal,Rakan,0
LOLTMNT05_146435,K'Sante,Trundle,Ryze,Ashe,Rell,Gnar,Wukong,Orianna,Yunara,Pyke,1
LOLTMNT02_295602,Nidalee,Sejuani,Azir,Lucian,Braum,K'Sante,Maokai,Yone,Varus,Bard,0
LOLTMNT05_146444,Rumble,Xin Zhao,Hwei,Varus,Rell,Kai'Sa,Nocturne,Orianna,Ezreal,Bard,1
