gameid,top_blue,jng_blue,mid_blue,bot_blue,sup_blue,top_red,jng_red,mid_red,bot_red,sup_red,result
LOLTMNT05_146445,Sion,Kindred,Syndra,Yunara,Neeko,Gwen,Trundle,Viktor,Caitlyn,Bard,1
LOLTMNT02_294662,Jax,Jarvan IV,Galio,Varus,Alistar,Gwen,Xin Zhao,Orianna,Jhin,Rell,0
LOLTMNT05_145443,Aatrox,Pantheon,Syndra,Corki,Rakan,Ornn,Xin Zhao,Aurora,Lucian,Renata Glasc,0
LOLTMNT05_145444,Ambessa,Jarvan IV,Azir,Corki,Nami,Riven,Dr. Mundo,Karma,Kog'Maw,Janna,1
LOLTMNT02_295629,Gwen,Nocturne,Orianna,Aphelios,Rakan,Aurora,Xin Zhao,Taliyah,Ezreal,Nautilus,1
LOLTMNT05_146447,K'Sante,Trundle,Viktor,Ezreal,Nautilus,Ambessa,Wukong,Aurora,Corki,Leona,0
LOLTMNT05_146451,K'Sante,Wukong,Azir,Sivir,Alistar,Cho'Gath,Xin Zhao,Sylas,Varus,Pyke,1
LOLTMNT02_294692,Ornn,Trundle,Viktor,Yunara,Karma,Yone,Wukong,Orianna,Kai'Sa,Rakan,1
LOLTMNT02_295637,K'Sante,Trundle,Viktor,Jinx,Nautilus,Shen,Vi,Taliyah,Xayah,Rakan,1
LOLTMNT02_295634,Rumble,Trundle,Naafiri,Jhin,Nautilus,Ambessa,Maokai,Taliyah,Varus,Rell,0
LOLTMNT05_146450,K'Sante,Xin Zhao,Orianna,Ezreal,Nautilus,Rumble,Wukong,Viktor,Kai'Sa,Rell,0
LOLTMNT02_294707,Ambessa,Wukong,Ryze,Kai'Sa,Rell,Renekton,Trundle,Viktor,Smolder,Alistar,1
LOLTMNT05_145451,Aatrox,Xin Zhao,Orianna,Yunara,Alistar,Renekton,Nidalee,Taliyah,Lucian,Thresh,1
LOLTMNT05_146456,Volibear,Vi,Taliyah,Aphelios,Alistar,Renekton,Shaco,Syndra,Jhin,Poppy,1
LOLTMNT02_294715,Gwen,Vi,Annie,Sivir,Alistar,Jax,Sejuani,Aurora,Ezreal,Leona,0
LOLTMNT05_145452,Sion,Nocturne,Taliyah,Xayah,Rakan,Aatrox,Trundle,Annie,Corki,Bard,1
LOLTMNT02_294716,Ornn,Vi,Syndra,Varus,Karma,Aatrox,Wukong,Aurora,Yunara,Rell,0
LOLTMNT05_145454,Jayce,Skarner,Akali,Varus,Leona,Ornn,Vi,Aurora,Sivir,Alistar,1
LOLTMNT02_294737,Volibear,Sejuani,Ambessa,Varus,Nidalee,Renekton,Wukong,Ziggs,Twitch,Rell,0
LOLTMNT02_294753,Gwen,Pantheon,Aurora,Smolder,Leona,Gragas,Trundle,Ryze,Sivir,Nautilus,0
LOLTMNT02_294756,Rumble,Xin Zhao,Taliyah,Corki,Rakan,Aurora,Jarvan IV,Ziggs,Kai'Sa,Alistar,0
LOLTMNT02_295727,Rumble,Trundle,Orianna,Smolder,Nautilus,Ambessa,Maokai,Ezreal,Lucian,Alistar,1
LOLTMNT02_294775,Gwen,Pantheon,Taliyah,Vayne,Braum,K'Sante,Trundle,Syndra,Kai'Sa,Neeko,1
LOLTMNT02_294779,Gwen,Trundle,Ryze,Varus,Alistar,Sett,Wukong,Orianna,Senna,Rakan,1
LOLTMNT02_295752,Gnar,Wukong,Galio,Lucian,Milio,Sion,Vi,Ahri,Kai'Sa,Neeko,0
LOLTMNT02_295790,Ornn,Jarvan IV,Azir,Jhin,Bard,Rumble,Wukong,Annie,Varus,Rakan,0
LOLTMNT02_294827,Renekton,Pantheon,Taliyah,Corki,Rell,K'Sante,Skarner,Azir,Miss Fortune,Alistar,0
LOLTMNT02_294839,Sion,Naafiri,Orianna,Varus,Rakan,Aatrox,Vi,Ryze,Jhin,Pyke,1
LOLTMNT02_294848,Ambessa,Pantheon,Orianna,Kai'Sa,Alistar,Renekton,Xin Zhao,Ryze,Yunara,Nautilus,0
LOLTMNT02_295824,Rumble,Wukong,Galio,Zeri,Lulu,Ornn,Xin Zhao,Ambessa,Ziggs,Poppy,1
LOLTMNT02_294883,Gwen,Wukong,Aurora,Xayah,Nautilus,Rumble,Vi,Annie,Yunara,Rell,0
LOLTMNT02_294895,Aatrox,Xin Zhao,Taliyah,Jhin,Alistar,Sion,Skarner,Azir,Senna,Bard,1
12599-12599_game_1,Rumble,Pantheon,Sylas,Kai'Sa,Alistar,Ambessa,Maokai,Yone,Xayah,Rell,1
LOLTMNT02_294910,Gragas,Jarvan IV,Galio,Kai'Sa,Neeko,Renekton,Nocturne,Sylas,Sivir,Lulu,1
12599-12599_game_2,Yorick,Xin Zhao,Azir,Sivir,Leona,Renekton,Wukong,Taliyah,Jinx,Nautilus,0
12600-12600_game_1,Ornn,Vi,Annie,Yunara,Lulu,Sion,Wukong,Taliyah,Sivir,Alistar,1
LOLTMNT02_295940,Gwen,Wukong,Annie,Sivir,Rell,Aurora,Trundle,Ryze,Jhin,Bard,0
LOLTMNT02_295962,Ambessa,Xin Zhao,Galio,Yunara,Rakan,Rumble,Jarvan IV,Orianna,Lucian,Nami,1
12600-12600_game_2,K'Sante,Xin Zhao,Viktor,Varus,Nautilus,Ambessa,Jarvan IV,Ahri,Xayah,Rakan,1
LOLTMNT02_295986,Jax,Nocturne,Sylas,Xayah,Neeko,Yorick,Vi,Corki,Ziggs,Nautilus,0
12600-12600_game_3,Aurora,Nocturne,Orianna,Corki,Neeko,Gwen,Trundle,Ryze,Kai'Sa,Blitzcrank,0
LOLTMNT05_146494,Gwen,Xin Zhao,Azir,Xayah,Nautilus,Rumble,Vi,Ahri,Jinx,Thresh,0
LOLTMNT02_297031,Gnar,Wukong,Syndra,Kai'Sa,Bard,Jax,Trundle,Azir,Yunara,Renata Glasc,1
LOLTMNT05_145498,Rumble,Xin Zhao,Taliyah,Jhin,Bard,Ambessa,Zed,Azir,Corki,Neeko,1
LOLTMNT02_297046,Gnar,Maokai,Azir,Corki,Rell,Sion,Trundle,Syndra,Jhin,Alistar,1
LOLTMNT05_146523,Sion,Lillia,Ryze,Varus,Neeko,Ambessa,Trundle,Galio,Sivir,Nautilus,0
LOLTMNT05_146517,Sion,Wukong,Syndra,Sivir,Lulu,Renekton,Trundle,Aurora,Zeri,Rakan,1
LOLTMNT05_145520,Rumble,Xin Zhao,Orianna,Lucian,Braum,Galio,Wukong,Azir,Yunara,Rakan,0
LOLTMNT05_146515,K'Sante,Skarner,Azir,Yunara,Nautilus,Aurora,Xin Zhao,Taliyah,Aphelios,Braum,0
LOLTMNT02_297051,Ornn,Sejuani,Sylas,Jinx,Milio,Renekton,Maokai,Galio,Smolder,Seraphine,1
LOLTMNT02_297070,Ornn,Xin Zhao,Taliyah,Ezreal,Rakan,Renekton,Sejuani,Yone,Varus,Leona,1
LOLTMNT05_145524,Sion,Trundle,Orianna,Sivir,Alistar,Cho'Gath,Wukong,Aurora,Xayah,Rakan,1
LOLTMNT05_146537,Cho'Gath,Xin Zhao,Taliyah,Xayah,Alistar,Jax,Viego,Ahri,Kai'Sa,Janna,1
LOLTMNT05_145527,Sion,Trundle,Viktor,Miss Fortune,Nautilus,Aatrox,Maokai,Corki,Kai'Sa,Leona,0
LOLTMNT05_145529,Aatrox,Wukong,Orianna,Senna,Rell,Renekton,Trundle,Viktor,Jhin,Alistar,1
LOLTMNT02_297079,Yone,Volibear,Ahri,Jhin,Neeko,Gragas,Xin Zhao,Vladimir,Sivir,Rell,0
LOLTMNT05_146540,Ornn,Xin Zhao,Ahri,Aphelios,Milio,Rumble,Wukong,Syndra,Kog'Maw,Braum,0
LOLTMNT02_297075,Gwen,Wukong,Azir,Ashe,Milio,Sett,Trundle,Ekko,Yunara,Rakan,0
LOLTMNT05_145525,K'Sante,Jarvan IV,Azir,Jhin,Blitzcrank,Aatrox,Xin Zhao,Taliyah,Varus,Thresh,0
LOLTMNT02_296124,Gragas,Nocturne,Ahri,Sivir,Nautilus,Jax,Viego,Aurora,Ashe,Renata Glasc,1
LOLTMNT05_145532,Ambessa,Trundle,Galio,Jhin,Karma,Rumble,Wukong,Aurora,Sivir,Neeko,1
LOLTMNT05_146545,Rumble,Vi,Smolder,Corki,Rakan,Ambessa,Jarvan IV,Galio,Lucian,Bard,1
LOLTMNT05_145537,Gragas,Pantheon,Zilean,Kog'Maw,Braum,K'Sante,Jarvan IV,Ziggs,Smolder,Rell,1
LOLTMNT02_296141,Gwen,Trundle,Azir,Senna,Alistar,Aurora,Wukong,Taliyah,Jhin,Bard,1
LOLTMNT05_146547,Gwen,Skarner,Orianna,Xayah,Seraphine,Renekton,Nocturne,Viktor,Ezreal,Rakan,0
LOLTMNT02_296136,K'Sante,Maokai,Yone,Miss Fortune,Poppy,Swain,Jarvan IV,Orianna,Smolder,Rell,1
LOLTMNT02_297105,Gwen,Wukong,Hwei,Varus,Bard,Jax,Trundle,Taliyah,Jhin,Nautilus,1
LOLTMNT02_296148,Gwen,Xin Zhao,Orianna,Yunara,Nautilus,Sion,Viego,Viktor,Jhin,Rell,0
LOLTMNT05_145540,Sion,Nocturne,Akali,Sivir,Rell,Sett,Wukong,Orianna,Xayah,Alistar,1
LOLTMNT02_297109,Mordekaiser,Wukong,Xerath,Jhin,Karma,Aatrox,Pantheon,Azir,Varus,Rell,0
LOLTMNT02_297114,Jax,Kindred,Azir,Sivir,Alistar,Ornn,Trundle,Taliyah,Yunara,Rakan,1
LOLTMNT05_145544,Gwen,Pantheon,Ryze,Miss Fortune,Bard,Gragas,Xin Zhao,Taliyah,Yunara,Lulu,0
LOLTMNT05_146555,Aatrox,Jarvan IV,Corki,Ziggs,Poppy,K'Sante,Viego,Hwei,Yunara,Rell,1
LOLTMNT05_146554,K'Sante,Wukong,Taliyah,Yunara,Leona,Rumble,Xin Zhao,Orianna,Sivir,Poppy,0
LOLTMNT05_145547,Olaf,Maokai,Syndra,Yunara,Leona,Kennen,Sejuani,Yone,Jinx,Tahm Kench,1
LOLTMNT02_296161,Ambessa,Vi,Aurora,Kai'Sa,Rell,Yorick,Poppy,Ryze,Yunara,Leona,0
LOLTMNT02_297130,Rumble,Xin Zhao,Galio,Yunara,Rell,K'Sante,Nocturne,Orianna,Kai'Sa,Rakan,1
LOLTMNT02_297139,Rumble,Sejuani,Sylas,Xayah,Rakan,K'Sante,Nocturne,Morgana,Yunara,Nautilus,1
LOLTMNT02_296181,Sion,Viego,Viktor,Xayah,Braum,Ornn,Wukong,Orianna,Kai'Sa,Rakan,1
LOLTMNT05_146557,Yorick,Maokai,Jayce,Smolder,Alistar,Cho'Gath,Ivern,Sylas,Vayne,Leona,1
LOLTMNT02_297159,Cho'Gath,Vi,Ahri,Xayah,Nautilus,K'Sante,Viego,Ryze,Corki,Rell,1
LOLTMNT05_146558,Sion,Trundle,Azir,Varus,Alistar,Ambessa,Wukong,Taliyah,Sivir,Rakan,0
LOLTMNT05_145552,Renekton,Nocturne,Azir,Kai'Sa,Nautilus,Jax,Sejuani,Sylas,Jhin,Rakan,1
LOLTMNT02_296190,Sion,Vi,Syndra,Corki,Braum,Ambessa,Sejuani,Ryze,Xayah,Lulu,1
LOLTMNT05_146559,Aatrox,Wukong,Azir,Senna,Leona,Yorick,Sejuani,Aurelion Sol,Lucian,Nautilus,1
LOLTMNT02_296203,Gwen,Hecarim,Karma,Jhin,Elise,Jayce,Trundle,Sylas,Jinx,Rakan,0
LOLTMNT02_296204,Aatrox,Xin Zhao,Orianna,Aphelios,Braum,Gnar,Pantheon,Aurora,Zeri,Renata Glasc,1
LOLTMNT05_146560,Gragas,Xin Zhao,Ryze,Jinx,Tahm Kench,Jax,Sejuani,Syndra,Yunara,Pyke,1
LOLTMNT05_145553,Ambessa,Jarvan IV,Ryze,Senna,Tahm Kench,Sion,Trundle,Ahri,Ezreal,Alistar,0
LOLTMNT05_146561,K'Sante,Jarvan IV,Orianna,Aphelios,Renata Glasc,Gnar,Skarner,Sylas,Sivir,Rell,0
LOLTMNT02_296231,K'Sante,Xin Zhao,Taliyah,Lucian,Taric,Aatrox,Vi,Aurora,Xayah,Rakan,0
LOLTMNT05_145554,K'Sante,Pantheon,Zed,Ziggs,Neeko,Aurora,Nocturne,Akali,Ezreal,Nautilus,0
LOLTMNT02_297221,Aurora,Pantheon,Taliyah,Kai'Sa,Neeko,Sion,Wukong,Orianna,Xayah,Rakan,0
LOLTMNT02_297237,Vladimir,Trundle,Ryze,Varus,Alistar,Gwen,Wukong,Viktor,Miss Fortune,Braum,1
LOLTMNT02_297254,K'Sante,Maokai,Corki,Ezreal,Neeko,Sion,Jarvan IV,Viktor,Varus,Nami,1
LOLTMNT02_297271,Rumble,Trundle,Orianna,Jhin,Bard,K'Sante,Naafiri,Hwei,Varus,Alistar,1
LOLTMNT02_296356,Gwen,Jarvan IV,Ahri,Yunara,Poppy,Ambessa,Wukong,Azir,Corki,Bard,1
LOLTMNT02_297328,Ambessa,Wukong,Annie,Tristana,Rell,Gwen,Xin Zhao,Aurora,Yunara,Braum,1
LOLTMNT02_297334,Jayce,Pantheon,Taliyah,Senna,Alistar,K'Sante,Trundle,Ryze,Miss Fortune,Gragas,1
LOLTMNT02_296367,K'Sante,Skarner,Azir,Jhin,Leona,Sion,Kindred,Taliyah,Sivir,Nautilus,0
LOLTMNT02_297346,Jax,Kindred,Aurora,Sivir,Rakan,Yorick,Skarner,Orianna,Zeri,Lulu,1
LOLTMNT02_296408,Gwen,Xin Zhao,Azir,Lucian,Braum,Rumble,Sejuani,Yone,Varus,Alistar,1
LOLTMNT02_297382,Rumble,Xin Zhao,Taliyah,Senna,Alistar,Irelia,Wukong,Aurora,Yunara,Rakan,1
LOLTMNT02_296421,Ambessa,Lee Sin,Ryze,Yunara,Neeko,Renekton,Trundle,Ahri,Kai'Sa,Rell,0
12601-12601_game_1,Sion,Pantheon,Taliyah,Kai'Sa,Rell,Rumble,Wukong,Annie,Xayah,Rakan,0
LOLTMNT02_296426,Jax,Skarner,Ziggs,Varus,Neeko,Renekton,Jarvan IV,Azir,Jhin,Karma,0
12601-12601_game_2,Ambessa,Xin Zhao,Ryze,Sivir,Braum,Renekton,Skarner,Aurora,Jinx,Alistar,1
LOLTMNT02_296450,Rumble,Xin Zhao,Taliyah,Aphelios,Nautilus,Ornn,Wukong,Ryze,Yunara,Alistar,0
LOLTMNT02_297427,Camille,Gwen,Akali,Miss Fortune,Leona,Ambessa,Lee Sin,Viktor,Kai'Sa,Nautilus,1
12601-12601_game_3,Poppy,Viego,Sylas,Jhin,Nautilus,K'Sante,Jarvan IV,Akali,Lucian,Leona,0
LOLTMNT02_296483,Sion,Trundle,Viktor,Jhin,Karma,Aatrox,Jarvan IV,Orianna,Kai'Sa,Neeko,0
LOLTMNT02_297463,Sion,Vi,Ahri,Sivir,Lulu,Yorick,Zed,Annie,Xayah,Rell,1
12602-12602_game_1,Ornn,Trundle,Azir,Lucian,Braum,Rumble,Sejuani,Yone,Yunara,Alistar,0
12602-12602_game_2,Sion,Poppy,Viktor,Sivir,Rell,Aatrox,Wukong,Aurora,Corki,Nautilus,1
LOLTMNT02_296538,Gwen,Sejuani,Yone,Kai'Sa,Rell,Ambessa,Xin Zhao,Ryze,Yunara,Rakan,1
12602-12602_game_3,Jax,Pantheon,Sylas,Xayah,Renata Glasc,Renekton,Xin Zhao,Orianna,Jhin,Rakan,0
LOLTMNT05_146601,Aatrox,Pantheon,Galio,Jinx,Thresh,K'Sante,Jarvan IV,Ryze,Yunara,Blitzcrank,1
LOLTMNT02_297538,K'Sante,Wukong,Hwei,Varus,Poppy,Kled,Ivern,Akali,Corki,Leona,1
LOLTMNT05_146610,Ambessa,Trundle,Aurelion Sol,Kai'Sa,Leona,Jayce,Wukong,Orianna,Yunara,Rakan,0
LOLTMNT05_146617,Sion,Xin Zhao,Akali,Varus,Rakan,Shen,Wukong,Syndra,Jhin,Rell,0
LOLTMNT05_145606,Jax,Trundle,Azir,Senna,Nautilus,Gwen,Maokai,Jayce,Ezreal,Alistar,0
LOLTMNT05_145602,Sion,Nocturne,Sylas,Smolder,Rell,Ambessa,Jarvan IV,Tristana,Ziggs,Alistar,1
LOLTMNT05_146619,Sion,Trundle,Orianna,Kalista,Renata Glasc,Kayn,Jarvan IV,Ryze,Corki,Neeko,1
LOLTMNT02_297560,Yorick,Pantheon,Annie,Aphelios,Thresh,Cho'Gath,Jarvan IV,Viktor,Jinx,Lulu,1
LOLTMNT05_146624,Rumble,Wukong,Galio,Jhin,Neeko,Ambessa,Lee Sin,Orianna,Yunara,Rakan,1
LOLTMNT05_146626,Jax,Vi,Ahri,Jinx,Tahm Kench,Yorick,Kindred,Galio,Corki,Nautilus,1
LOLTMNT05_145619,Gwen,Wukong,Annie,Kai'Sa,Rakan,Gragas,Xin Zhao,Akali,Xayah,Lulu,1
LOLTMNT05_146627,K'Sante,Xin Zhao,Azir,Xayah,Rakan,Rumble,Vi,Hwei,Corki,Neeko,0
LOLTMNT02_296594,Rumble,Sejuani,Yone,Kai'Sa,Nautilus,K'Sante,Wukong,Annie,Yunara,Alistar,0
LOLTMNT05_146628,Rumble,Vi,Annie,Yunara,Rakan,Aurora,Xin Zhao,Ryze,Corki,Leona,0
LOLTMNT05_146629,Rumble,Viego,Taliyah,Xayah,Rell,Ambessa,Vi,Twisted Fate,Jinx,Thresh,0
LOLTMNT05_146630,Aatrox,Pantheon,Orianna,Aphelios,Lulu,Renekton,Trundle,Viktor,Yunara,Vel'Koz,0
LOLTMNT05_146631,Yone,Sejuani,Ezreal,Ziggs,Alistar,Ornn,Dr. Mundo,Taliyah,Yunara,Rell,1
LOLTMNT02_296623,Sion,Xin Zhao,Sylas,Sivir,Lulu,Shen,Maokai,Corki,Twitch,Soraka,0
LOLTMNT05_145622,Renekton,Zac,Orianna,Yunara,Bard,Poppy,Sejuani,Viktor,Jinx,Lulu,1
LOLTMNT05_146632,Ambessa,Sejuani,Vladimir,Miss Fortune,Poppy,Renekton,Lillia,Taliyah,Jhin,Rell,1
LOLTMNT05_146633,Gnar,Viego,Aurora,Caitlyn,Leona,Rek'Sai,Nocturne,Yasuo,Ezreal,Neeko,1
LOLTMNT05_145625,Sion,Trundle,Orianna,Jinx,Nautilus,Rumble,Wukong,Viktor,Corki,Rell,0
LOLTMNT05_146634,Aatrox,Pantheon,Taliyah,Aphelios,Leona,Urgot,Wukong,Ahri,Ezreal,Nautilus,1
LOLTMNT05_146635,Sion,Pantheon,Syndra,Yunara,Bard,Rumble,Wukong,Ryze,Jinx,Nautilus,0
LOLTMNT05_146637,Gwen,Jarvan IV,Annie,Senna,Karma,Jax,Xin Zhao,Taliyah,Smolder,Alistar,0
LOLTMNT05_146638,Gwen,Jarvan IV,Azir,Jhin,Alistar,Ambessa,Vi,Hwei,Kai'Sa,Poppy,1
LOLTMNT02_297694,Rumble,Trundle,Orianna,Lucian,Milio,Gwen,Wukong,Viktor,Senna,Rell,1
LOLTMNT02_297718,Rumble,Pantheon,Ziggs,Senna,Nautilus,K'Sante,Sejuani,Azir,Lucian,Nami,1
LOLTMNT02_296747,Rumble,Wukong,Galio,Xayah,Rakan,Illaoi,Rengar,Ziggs,Senna,Shaco,1
LOLTMNT02_296760,Jax,Maokai,Cassiopeia,Riven,Rakan,Jayce,Trundle,Ryze,Corki,Rell,1
LOLTMNT02_297760,Renekton,Maokai,Corki,Tristana,Neeko,Jax,Ivern,Azir,Yunara,Braum,1
LOLTMNT02_296815,Gwen,Xin Zhao,Galio,Yunara,Rakan,Aurora,Vi,Cassiopeia,Kai'Sa,Rell,1
LOLTMNT02_296825,Rumble,Wukong,Annie,Corki,Nautilus,Ambessa,Jarvan IV,Orianna,Jhin,Alistar,1
12603-12603_game_1,Sion,Maokai,Azir,Varus,Renata Glasc,Ambessa,Pantheon,Taliyah,Sivir,Nautilus,0
LOLTMNT02_296837,Cho'Gath,Viego,Ryze,Aphelios,Thresh,Sion,Zed,Viktor,Sivir,Blitzcrank,0
12603-12603_game_2,Rumble,Xin Zhao,Aurora,Corki,Rell,Ornn,Wukong,Orianna,Kai'Sa,Neeko,1
12603-12603_game_3,Renekton,Nocturne,Annie,Xayah,Rakan,Aatrox,Sejuani,Hwei,Caitlyn,Braum,1
LOLTMNT02_297840,Rumble,Trundle,Ryze,Xayah,Lulu,Aurora,Nocturne,Orianna,Jhin,Alistar,0
LOLTMNT02_296879,Jax,Xin Zhao,Taliyah,Yunara,Braum,Ambessa,Wukong,Annie,Lucian,Alistar,0
12604-12604_game_1,Sion,Wukong,Annie,Yunara,Nautilus,K'Sante,Xin Zhao,Aurora,Kai'Sa,Rakan,1
LOLTMNT05_145643,Ambessa,Wukong,Aurora,Yunara,Alistar,Renekton,Trundle,Orianna,Corki,Braum,1
LOLTMNT02_297863,Gwen,Wukong,Corki,Kalista,Renata Glasc,Ambessa,Xin Zhao,Galio,Sivir,Poppy,0
LOLTMNT02_296892,K'Sante,Maokai,Yone,Kai'Sa,Neeko,Udyr,Jarvan IV,Aurora,Ezreal,Karma,1
12604-12604_game_2,Jax,Trundle,Taliyah,Senna,Poppy,Yorick,Vi,Ahri,Sivir,Alistar,0
LOLTMNT05_146651,Aatrox,Trundle,Taliyah,Varus,Nautilus,Karma,Xin Zhao,Aurora,Sivir,Leona,1
LOLTMNT02_297888,Jayce,Vi,Ziggs,Senna,Nautilus,Ornn,Trundle,Azir,Xayah,Rakan,1
12605-12605_game_1,Sion,Skarner,Orianna,Varus,Alistar,Ambessa,Pantheon,Taliyah,Corki,Rell,1
LOLTMNT05_146665,K'Sante,Xin Zhao,Aurora,Varus,Rell,Sion,Wukong,Orianna,Ezreal,Alistar,0
LOLTMNT02_296951,Sion,Ivern,Azir,Sivir,Rell,Aurora,Maokai,Yone,Yunara,Rakan,0
12605-12605_game_2,Rumble,Xin Zhao,Ryze,Xayah,Rakan,Ornn,Vi,Annie,Kai'Sa,Neeko,0
LOLTMNT05_146671,Gwen,Trundle,Taliyah,Yunara,Poppy,Aurora,Wukong,Ahri,Jhin,Bard,1
LOLTMNT02_297941,Rumble,Vi,Ahri,Corki,Nautilus,Galio,Xin Zhao,Taliyah,Kai'Sa,Braum,0
LOLTMNT05_146696,Sion,Poppy,Annie,Jinx,Alistar,K'Sante,Wukong,Azir,Yunara,Braum,1
LOLTMNT02_299001,Gwen,Jarvan IV,Viktor,Kai'Sa,Rell,Aurora,Xin Zhao,Ryze,Yunara,Renata Glasc,0
LOLTMNT02_299012,Ambessa,Trundle,Galio,Varus,Nautilus,Rumble,Vi,Ahri,Sivir,Braum,1
LOLTMNT05_146700,Jax,Pantheon,Orianna,Caitlyn,Bard,Gragas,Xin Zhao,Viktor,Miss Fortune,Rakan,1
LOLTMNT02_299022,Sion,Pantheon,Annie,Miss Fortune,Alistar,K'Sante,Skarner,Akali,Corki,Neeko,0
LOLTMNT05_146705,Aurora,Wukong,Azir,Sivir,Neeko,K'Sante,Trundle,Taliyah,Kai'Sa,Nautilus,0
LOLTMNT02_299061,Rumble,Wukong,Orianna,Sivir,Alistar,Sion,Vi,Taliyah,Yunara,Nautilus,1
LOLTMNT05_145693,Sion,Pantheon,Galio,Ezreal,Rakan,Cho'Gath,Xin Zhao,Orianna,Xayah,Rell,1
LOLTMNT02_299077,Cho'Gath,Trundle,Aurora,Varus,Bard,Yorick,Ambessa,Annie,Lucian,Pyke,0
LOLTMNT05_146708,Rumble,Maokai,Yone,Jhin,Bard,Ornn,Poppy,Ryze,Aphelios,Alistar,0
LOLTMNT02_299125,Gwen,Xin Zhao,Annie,Corki,Rell,Jax,Wukong,Orianna,Yunara,Rakan,0
LOLTMNT02_299145,Sion,Jarvan IV,Azir,Jhin,Bard,Ambessa,Maokai,Yone,Ezreal,Alistar,0
LOLTMNT02_299161,Cho'Gath,Trundle,Viktor,Sivir,Neeko,Renekton,Nocturne,Ahri,Kai'Sa,Leona,1
LOLTMNT02_299175,Rumble,Wukong,Viktor,Yunara,Rell,Ornn,Trundle,Orianna,Kai'Sa,Neeko,1
LOLTMNT02_299179,Aatrox,Vi,Aurora,Jinx,Alistar,Sion,Xin Zhao,Taliyah,Xayah,Rakan,0
LOLTMNT02_298258,Ambessa,Trundle,Ryze,Jhin,Rell,Gwen,Vi,Taliyah,Corki,Neeko,0
LOLTMNT02_299237,Ornn,Xin Zhao,Annie,Xayah,Rakan,Rumble,Skarner,Galio,Ezreal,Poppy,0
LOLTMNT02_299274,Rumble,Vi,Ahri,Lucian,Braum,Gwen,Wukong,Taliyah,Sivir,Neeko,0
12606-12606_game_1,Rumble,Vi,Aurora,Smolder,Braum,K'Sante,Trundle,Azir,Corki,Alistar,1
LOLTMNT02_298318,Ambessa,Jarvan IV,Galio,Xayah,Rakan,Aurora,Trundle,Jayce,Corki,Janna,0
LOLTMNT02_298324,Sion,Xin Zhao,Azir,Senna,Alistar,K'Sante,Wukong,Taliyah,Yunara,Nautilus,0
LOLTMNT05_146714,K'Sante,Trundle,Azir,Smolder,Nautilus,Ambessa,Maokai,Hwei,Jhin,Alistar,1
12606-12606_game_2,Aatrox,Wukong,Orianna,Yunara,Nautilus,Poppy,Xin Zhao,Sylas,Aphelios,Renata Glasc,1
LOLTMNT02_298338,Rumble,Nocturne,Orianna,Corki,Galio,Ornn,Vi,Aurora,Lucian,Braum,1
12606-12606_game_3,Sion,Nocturne,Ahri,Varus,Rell,Ambessa,Jarvan IV,Galio,Jhin,Leona,0
LOLTMNT02_299326,Aatrox,Jarvan IV,Ahri,Xayah,Rakan,Ambessa,Sejuani,Sylas,Kai'Sa,Rell,0
LOLTMNT05_145702,Sion,Poppy,Azir,Kai'Sa,Neeko,Yone,Wukong,Ahri,Smolder,Nautilus,1
12607-12607_game_1,Ambessa,Pantheon,Galio,Xayah,Rakan,Rumble,Xin Zhao,Taliyah,Corki,Nautilus,1
LOLTMNT05_145707,K'Sante,Trundle,Aurelion Sol,Varus,Rell,Renekton,Wukong,Ryze,Jhin,Bard,1
LOLTMNT02_299385,Aurora,Wukong,Galio,Kai'Sa,Rell,Sion,Pantheon,Annie,Yunara,Braum,0
LOLTMNT05_146737,Rumble,Pantheon,Aurora,Lucian,Braum,Galio,Xin Zhao,Orianna,Corki,Rell,1
12607-12607_game_2,Yorick,Olaf,Orianna,Varus,Renata Glasc,Sion,Zed,Azir,Sivir,Alistar,1
LOLTMNT02_299427,Jax,Trundle,Ziggs,Jhin,Bard,Ambessa,Xin Zhao,Azir,Varus,Neeko,0
12607-12607_game_3,Renekton,Sejuani,Cassiopeia,Tristana,Neeko,Ornn,Viego,Ryze,Kai'Sa,Rell,1
LOLTMNT02_298552,Ambessa,Trundle,Azir,Senna,Rell,Renekton,Nocturne,Orianna,Sivir,Nautilus,0
LOLTMNT05_146756,Rumble,Jarvan IV,Ryze,Varus,Alistar,Sion,Xin Zhao,Viktor,Aphelios,Rakan,1
LOLTMNT05_146759,Yorick,Poppy,Azir,Yunara,Neeko,Jayce,Sejuani,Taliyah,Smolder,Karma,1
LOLTMNT02_298566,Sion,Xin Zhao,Viktor,Ezreal,Leona,K'Sante,Vi,Ryze,Corki,Rakan,0
LOLTMNT05_146760,Rumble,Skarner,Azir,Yunara,Milio,Aurora,Lillia,Yone,Aphelios,Alistar,1
LOLTMNT02_299540,K'Sante,Jarvan IV,Taliyah,Yunara,Rell,Cho'Gath,Wukong,Akali,Corki,Neeko,0
LOLTMNT05_146765,Ambessa,Poppy,Taliyah,Sivir,Rakan,Sion,Xin Zhao,Annie,Jinx,Lulu,1
LOLTMNT02_299571,Rumble,Xin Zhao,Sylas,Varus,Rakan,Ambessa,Trundle,Galio,Sivir,Bard,1
LOLTMNT05_145755,K'Sante,Vi,Viktor,Corki,Neeko,Ornn,Pantheon,Orianna,Xayah,Rell,1
